Game_Name,Publish_Year,Platform_ID,Genre_ID,Publisher_ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Midnight Club 3: DUB Edition,1/1/2005,20,7,599,1.65,1.22,0,0.79
Banjo-Kazooie,1/1/1998,11,5,469,1.87,1.13,0.55,0.1
SOCOM: U.S. Navy SEALs,1/1/2002,17,9,565,2.53,0.81,0.06,0.24
Guitar Hero: World Tour,1/1/2008,26,4,117,2.33,0.97,0,0.35
Gran Turismo 6,1/1/2013,18,7,565,0.71,1.8,0.4,0.74
Jak and Daxter: The Precursor Legacy,1/1/2001,17,5,565,2.08,1.09,0.15,0.33
Pokemon Snap,1/1/1999,11,10,469,2.23,0.68,0.66,0.06
FIFA Soccer 10,1/1/2009,18,11,239,0.6,2.46,0.05,0.52
Pro Evolution Soccer 2008,1/1/2007,17,11,382,0.05,0,0.64,2.93
Call of Duty: Ghosts,1/1/2013,19,9,117,1.78,1.42,0.05,0.38
Resident Evil 4,1/1/2005,17,1,182,2.08,0.83,0.46,0.25
Tom Clancy's The Division,1/1/2016,19,9,633,1.28,1.61,0.15,0.57
Star Wars: Battlefront,1/1/2004,17,9,396,1.93,1.22,0.03,0.44
Doom II: Hell on Earth,1/1/1994,14,9,653,2.05,1.4,0,0.16
The Simpsons: Road Rage,1/1/2001,17,7,239,2.02,1.17,0,0.42
Cooking Mama 2: Dinner With Friends,1/1/2007,5,10,107,1.61,1.5,0.1,0.39
Luigi's Mansion,1/1/2001,8,1,469,2.38,0.67,0.46,0.1
Star Wars: Battlefront II,1/1/2005,17,9,396,2.18,1.02,0.03,0.37
WWF SmackDown!,1/1/2000,16,3,615,2.01,1.35,0.06,0.16
Croc: Legend of the Gobbos,1/1/1997,16,5,268,1.57,1.79,0,0.2
Grand Theft Auto: Liberty City Stories,1/1/2006,17,1,599,1.56,1.4,0.07,0.5
The Getaway,1/1/2002,17,1,565,1.23,1.77,0.05,0.49
Tomb Raider III: Adventures of Lara Croft,1/1/1997,16,1,238,1.66,1.58,0.12,0.18
James Bond 007: Agent Under Fire,1/1/2001,17,9,239,1.9,1.13,0.1,0.41
LEGO Star Wars: The Video Game,1/1/2005,17,1,238,1.98,1.14,0.01,0.41
Battlefield 4,1/1/2013,29,9,239,2.14,1.08,0.02,0.29
FIFA Soccer 11,1/1/2010,29,11,239,0.71,2.4,0.02,0.4
Rugrats in Paris: The Movie,1/1/2000,16,1,615,1.96,1.33,0,0.23
Spyro 2: Ripto's Rage!,1/1/1999,16,5,565,2.14,1.21,0.01,0.17
Left 4 Dead,1/1/2008,29,9,239,2.66,0.5,0.05,0.3
Mario & Sonic at the Olympic Winter Games,1/1/2009,5,11,553,1.22,1.66,0.27,0.38
Resident Evil 5,1/1/2009,29,1,182,2.11,0.94,0.12,0.34
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1/1/1996,24,5,469,1.17,0.5,1.75,0.08
Assassin's Creed: Brotherhood,1/1/2010,29,1,633,2.84,0.39,0.03,0.24
Kung Fu,1/1/1985,12,1,469,1.64,0.38,1.42,0.06
Batman: Arkham Asylum,1/1/2009,29,1,238,2.2,0.97,0.02,0.31
Clubhouse Games,1/1/2006,5,4,469,0.59,1.83,0.73,0.35
FIFA Soccer 2004,,17,11,239,0.59,2.36,0.04,0.51
Star Wars Battlefront (2015),1/1/2015,31,9,239,1.94,1.22,0.02,0.31
Battlefield: Bad Company 2,1/1/2010,29,9,239,2.09,1.02,0.04,0.32
Guitar Hero: On Tour,1/1/2008,5,4,117,2.11,1.01,0.01,0.35
Assassin's Creed: Unity,1/1/2014,31,1,633,2.26,0.89,0,0.3
Far Cry 3,1/1/2012,18,9,633,0.88,1.75,0.1,0.72
Monster Hunter 4,1/1/2013,3,8,182,0,0,3.44,0
Borderlands,1/1/2009,29,9,599,2.39,0.73,0.03,0.29
Tekken 4,1/1/2002,17,3,452,1.55,1.27,0.33,0.29
Battlefield 4,1/1/2013,19,9,239,1.34,1.54,0.17,0.38
LittleBigPlanet 2,1/1/2011,18,5,565,1.82,1.07,0.06,0.47
Grand Theft Auto 2,1/1/1998,16,1,599,1.13,2.07,0,0.22
Final Fantasy III,1/1/1994,24,8,576,0.86,0,2.55,0.02
Spider-Man 2,1/1/2004,17,1,117,1.75,1.2,0.02,0.43
F-1 Race,1/1/1990,6,7,469,1.73,0.69,0.59,0.4
FIFA Soccer 2003,1/1/2002,17,11,239,0.46,2.28,0.05,0.61
Crash Bash,1/1/2000,16,4,565,1.56,1.47,0.19,0.17
LEGO Batman: The Videogame,1/1/2008,29,1,660,2.03,1.03,0,0.32
Metal Gear Solid V: The Phantom Pain,1/1/2015,19,1,382,1.08,1.35,0.48,0.47
The Legend of Zelda: Spirit Tracks,1/1/2009,5,1,469,1.43,0.94,0.74,0.27
WWF War Zone,1/1/1998,16,3,113,2.47,0.76,0,0.13
The Legend of Zelda: Majora's Mask,1/1/2000,11,1,469,1.9,0.67,0.73,0.06
Professor Layton and the Unwound Future,1/1/2008,5,6,469,0.65,1.61,0.82,0.28
Rugrats: Search For Reptar,1/1/1998,16,2,615,1.63,1.53,0,0.18
Assassin's Creed IV: Black Flag,1/1/2013,29,1,633,1.9,1.14,0.01,0.29
English Training: Have Fun Improving Your Skills!,1/1/2006,5,4,469,0,0.99,2.32,0.02
James Bond 007: Nightfire,1/1/2002,17,9,239,1.45,1.29,0.12,0.46
Ratchet & Clank,1/1/2002,17,5,565,1.44,1.01,0.57,0.3
Mario Party 9,1/1/2012,26,4,469,1.15,1.17,0.76,0.24
Star Wars Episode III: Revenge of the Sith,1/1/2005,17,1,396,1.47,1.39,0.03,0.43
Max Payne,1/1/2001,17,9,599,1.99,1.05,0.05,0.22
The Lord of the Rings: The Return of the King,1/1/2003,17,1,239,1.5,1.28,0.05,0.46
Assassin's Creed Syndicate,1/1/2015,19,1,633,0.8,1.92,0.06,0.5
Destiny,1/1/2014,31,9,117,2.13,0.92,0,0.23
True Crime: Streets of LA,1/1/2003,17,1,117,1.89,1.05,0.02,0.31
Wii Music,1/1/2008,26,4,469,1.36,1.13,0.46,0.32
Gran Turismo (PSP),1/1/2009,20,7,565,0.5,1.59,0.31,0.87
Monster Hunter X,1/1/2015,3,1,182,0.25,0.19,2.78,0.04
Tekken,1/1/1995,16,3,565,0.95,1.3,0.77,0.22
FIFA 16,1/1/2015,31,11,239,0.88,2.11,0,0.23
L.A. Noire,1/1/2011,18,2,599,1.27,1.33,0.12,0.51
Madden NFL 16,1/1/2015,19,11,239,2.33,0.3,0,0.59
Yokai Watch 2 Ganso/Honke,1/1/2014,3,8,469,0.03,0,3.18,0
007: Tomorrow Never Dies,1/1/1999,16,9,239,1.72,1.33,0,0.16
Baseball,1/1/1983,12,11,469,0.73,0.1,2.35,0.02
Killer Instinct,1/1/1995,24,3,469,2.26,0.72,0.12,0.1
WWF SmackDown! 2: Know Your Role,1/1/2000,16,3,615,1.76,1.21,0.07,0.16
Crisis Core: Final Fantasy VII,1/1/2007,20,8,575,1.35,0.6,0.8,0.44
God of War: Chains of Olympus,1/1/2008,20,1,565,1.48,1.01,0.04,0.66
Dragon Quest VI: Maboroshi no Daichi,1/1/1995,24,8,245,0,0,3.19,0
Dance Central,1/1/2010,29,4,445,2.15,0.77,0.01,0.26
Enter the Matrix,1/1/2003,17,1,154,1.78,1.12,0.09,0.19
Super Mario Maker,1/1/2015,27,5,469,1.18,0.87,0.93,0.2
Fallout: New Vegas,1/1/2010,18,8,165,1.52,1.08,0.1,0.47
LEGO Batman: The Videogame,,26,1,660,1.86,1.02,0,0.29
Rhythm Heaven,1/1/2008,5,4,469,0.58,0.51,1.93,0.14
Ace Combat 04: Shattered Skies,1/1/2001,17,10,567,2.06,0.56,0.38,0.17
Club Penguin: Elite Penguin Force,1/1/2008,5,2,226,1.88,0.98,0,0.3
Animal Crossing,1/1/2001,8,10,469,1.92,0.16,0.99,0.09
LEGO Batman: The Videogame,1/1/2008,5,1,660,1.79,1.06,0,0.29
Sonic Rush,1/1/2005,5,5,553,1.22,1.57,0.06,0.29
Resident Evil 6,1/1/2012,18,9,182,0.88,0.97,0.88,0.42
Halo: The Master Chief Collection,1/1/2014,31,9,428,1.89,0.99,0.03,0.24
FIFA Soccer 08,1/1/2007,17,11,239,0.68,0,0,2.46
Spider-Man,1/1/2000,16,1,117,1.7,1.25,0.02,0.16
Need for Speed III: Hot Pursuit,1/1/1998,16,7,239,2.14,0.86,0,0.13
Star Wars Episode I Racer,1/1/1999,11,7,469,2.31,0.62,0.14,0.04
Personal Trainer: Cooking,1/1/2006,5,4,469,0.91,1,1.03,0.17
The Elder Scrolls IV: Oblivion,1/1/2007,18,8,633,1.69,0.87,0.14,0.42
Dragon Warrior IV,1/1/1990,12,8,245,0.08,0,3.03,0.01
Heavy Rain,1/1/2010,18,2,565,1.29,1.27,0.06,0.5
Mass Effect 2,1/1/2010,29,8,239,1.99,0.82,0.03,0.27
FIFA 15,1/1/2014,29,11,239,0.78,2.02,0,0.3
Dragon Ball Z: Budokai,1/1/2002,17,3,154,2.17,0.28,0.55,0.08
Madden NFL 2002,1/1/2001,17,11,239,2.5,0.16,0.01,0.42
World Class Track Meet,1/1/1986,12,11,452,1.92,0.45,0.64,0.07
Borderlands 2,1/1/2012,29,9,599,1.89,0.91,0.04,0.24
The Legend of Zelda: A Link Between Worlds,1/1/2013,3,1,469,1.4,0.99,0.46,0.22
Donkey Kong,1/1/1994,6,5,469,1.57,0.62,0.55,0.34
The Sims: Vacation,1/1/2002,14,10,239,1.72,1.21,0,0.14
Mass Effect 3,1/1/2012,29,8,239,1.94,0.86,0.03,0.24
Kung Fu Panda,1/1/2008,29,1,117,1.91,0.84,0,0.29
Far Cry 3,1/1/2012,29,9,633,1.38,1.35,0.02,0.28
Epic Mickey,1/1/2010,26,5,226,2.06,0.64,0.12,0.22
Saints Row 2,1/1/2008,29,1,615,1.94,0.8,0.02,0.27
Rayman,1/1/1995,16,5,633,1.54,1.33,0,0.16
Killzone 2,1/1/2009,18,9,565,1.4,1.07,0.08,0.47
Tom Clancy's Splinter Cell,1/1/2002,30,1,633,1.85,1.04,0,0.13
Mike Tyson's Punch-Out!!,1/1/1987,12,3,469,2.03,0.47,0.45,0.07
WWE SmackDown! Shut Your Mouth,1/1/2002,17,11,615,1.45,1.13,0.07,0.38
Gears of War: Ultimate Edition,1/1/2015,31,9,428,2.38,0.32,0,0.31
NBA 2K13,1/1/2012,29,11,599,2.6,0.21,0.01,0.19
Dragon Ball Z: Budokai Tenkaichi 3,1/1/2007,17,3,154,1.15,0,0.76,1.09
wwe Smackdown vs. Raw 2006,,17,3,451,1.57,1.02,0,0.41
Middle-Earth: Shadow of Mordor,1/1/2014,19,1,660,1.01,1.41,0.05,0.53
Star Fox,1/1/1993,24,9,469,1.61,0.51,0.8,0.07
The Sims: Livin Large,1/1/2000,14,4,239,1.67,1.18,0,0.13
World Soccer Winning Eleven 6 International,1/1/2002,17,11,382,0.12,1.26,1.16,0.45
Devil May Cry,1/1/2001,17,1,182,1.36,0.86,0.64,0.13
Animal Crossing: Happy Home Designer,1/1/2015,3,10,469,0.47,1,1.39,0.12
Battlefield: Bad Company 2,1/1/2010,18,9,239,1.33,1.12,0.08,0.45
The Sims 4,1/1/2014,14,10,239,0.96,1.72,0,0.29
Star Wars: The Old Republic,1/1/2011,14,8,239,1.58,1.01,0,0.38
Sonic Heroes,1/1/2003,17,5,553,1.04,1.37,0.06,0.49
Kirby Super Star Ultra,1/1/2008,5,5,469,1.57,0.04,1.19,0.15
Hitman 2: Silent Assassin,1/1/2002,17,1,238,1.36,1.15,0.04,0.41
Street Fighter IV,1/1/2009,29,3,182,1.82,0.71,0.15,0.26
Wave Race 64,1/1/1996,11,7,469,1.98,0.58,0.34,0.04
SOCOM II: U.S. Navy SEALs,1/1/2003,17,9,565,2.22,0.51,0.06,0.15
WWE SmackDown! vs. RAW 2006,1/1/2005,17,3,615,1.45,1.11,0.04,0.33
inFAMOUS,1/1/2009,18,1,565,1.76,0.69,0.12,0.37
Pac-Man Collection,1/1/2001,7,6,154,2.07,0.77,0.05,0.05
Mass Effect,1/1/2007,29,8,428,1.83,0.8,0.03,0.27
WarioWare: Smooth Moves,1/1/2006,26,6,469,0.87,1.06,0.73,0.26
Cooking Mama: Cook Off,1/1/2007,26,10,107,1.43,1.13,0.05,0.3
Super Mario World 2: Yoshi's Island,1/1/2002,7,5,469,1.75,0.45,0.62,0.09
FIFA 14,1/1/2013,19,11,239,0.61,1.85,0.11,0.33
Titanfall,1/1/2014,31,9,239,1.84,0.8,0.04,0.22
Sonic Mega Collection Plus,1/1/2004,17,4,553,1.54,1.14,0,0.22
Sega Superstars Tennis,1/1/2008,29,11,553,1.75,0.86,0,0.28
World Soccer Winning Eleven 7 International,1/1/2003,17,11,382,0.08,1.24,1.13,0.45
Need for Speed: Most Wanted,1/1/2012,18,7,239,0.71,1.51,0.06,0.61
Hot Shots Golf 3,1/1/2001,17,11,565,0.99,0.32,1.38,0.2
Call of Duty: Finest Hour,1/1/2004,17,9,117,1.51,1.12,0.01,0.24
Zumba Fitness 2,1/1/2011,26,11,400,1.54,1.07,0,0.28
Syphon Filter,1/1/1999,16,9,565,2.03,0.72,0.02,0.11
Imagine: Babyz,1/1/2007,5,10,633,1.3,1.27,0,0.31
Colin McRae Rally,1/1/1998,16,7,191,0.09,2.43,0.12,0.22
Call of Duty: Ghosts,1/1/2013,31,9,117,1.87,0.77,0,0.22
Madden NFL 13,1/1/2012,29,11,239,2.53,0.16,0,0.17
The Elder Scrolls III: Morrowind,1/1/2002,30,8,633,2.09,0.63,0.03,0.11
Mortal Kombat,1/1/2011,18,3,660,1.98,0.55,0,0.32
F-Zero,1/1/1990,24,7,469,1.37,0.51,0.89,0.07
Yoshi's Story,1/1/1997,11,5,469,1.29,0.53,0.98,0.05
Command & Conquer: Red Alert,1/1/1996,14,12,653,1.37,1.34,0,0.14
Skylanders: Spyro's Adventure,1/1/2011,26,1,117,1.4,1.14,0,0.31
FIFA 16,1/1/2015,18,11,239,0.4,1.98,0.05,0.42
Assassin's Creed: Brotherhood,1/1/2010,18,1,633,1.87,0.57,0.11,0.3
BioShock,1/1/2007,29,9,599,1.65,0.86,0.05,0.28
Madden NFL 10,1/1/2009,29,11,239,2.52,0.09,0,0.22
Medal of Honor,1/1/2010,18,9,239,1.28,1.05,0.07,0.43
WWE SmackDown! vs. Raw,1/1/2002,17,3,615,1.32,1.08,0.04,0.39
Metroid Prime,1/1/2002,8,9,469,1.96,0.67,0.1,0.09
Finding Nemo,1/1/2003,7,1,615,1.59,1.05,0.04,0.14
Myst,1/1/1994,14,2,533,0.02,2.79,0,0
Need for Speed: Hot Pursuit,1/1/2010,18,7,239,1.05,1.25,0.03,0.48
Imagine: Fashion Designer,1/1/2007,5,10,633,1.32,1.19,0,0.3
WWE SmackDown! Here Comes the Pain,1/1/2003,17,3,615,1.32,1.06,0.04,0.38
Star Wars: The Force Unleashed,1/1/2008,29,1,396,1.74,0.8,0,0.26
Yoshi's Island DS,1/1/2006,5,5,469,1.47,0.07,1.1,0.15
Hot Shots Golf,1/1/1997,16,11,565,0.29,0.2,2.13,0.18
Killzone 3,1/1/2011,18,9,565,1.45,0.88,0.09,0.38
A Bug's Life,1/1/1998,16,5,565,1.96,0.72,0,0.11
WWF SmackDown! Just Bring It,1/1/2001,17,3,615,1.19,1.15,0.04,0.41
Dragon Quest V: Tenkuu no Hanayome,1/1/1992,24,8,245,0,0,2.78,0.01
Mortal Kombat Trilogy,1/1/1996,16,3,309,1.98,0.7,0,0.11
Battlefield 3,1/1/2011,14,9,239,0.89,1.43,0,0.48
NBA Street,1/1/2001,17,11,239,2.19,0.22,0,0.38
Professor Layton and the Last Specter,1/1/2009,5,6,469,0.3,1.47,0.68,0.34
Monster Hunter Tri,1/1/2011,3,8,469,0.46,0.29,1.96,0.07
Jak II,1/1/2003,17,5,565,1.68,0.74,0,0.36
inFAMOUS: Second Son,1/1/2014,19,1,565,1.27,0.97,0.07,0.47
Ratchet & Clank: Going Commando,1/1/2003,17,5,565,1.44,0.83,0.26,0.25
Tekken 6,1/1/2009,18,3,452,1.2,0.98,0.17,0.43
The Sims,1/1/2003,17,10,239,1.41,1.12,0,0.24
Sonic and the Secret Rings,1/1/2007,26,5,553,1.24,1.2,0.04,0.3
Saints Row: The Third,1/1/2011,29,1,615,1.25,1.15,0.07,0.3
Missile Command,1/1/1980,1,9,154,2.56,0.17,0,0.03
Mario Paint,1/1/1992,24,4,469,1.43,0.54,0.71,0.07
Assassin's Creed IV: Black Flag,1/1/2013,19,1,633,1.07,1.31,0.06,0.31
Pokémon Stadium 2,1/1/2000,11,12,469,1.02,0.36,1.13,0.23
Metroid,1/1/1986,12,1,469,1.33,0.31,1.04,0.05
L.A. Noire,1/1/2011,29,2,599,1.52,0.94,0.02,0.24
Call of Duty 3,1/1/2006,29,9,117,1.49,0.93,0.02,0.27
The Legend of Zelda: A Link to the Past,1/1/2002,7,1,469,1.75,0.52,0.33,0.1
Onimusha: Warlords,1/1/2001,17,1,653,0.99,0.48,1.09,0.14
Mortal Kombat X,1/1/2015,19,3,660,1.47,0.76,0,0.47
Mario Party,1/1/1998,11,4,469,1.25,0.53,0.87,0.05
Madden NFL 12,1/1/2011,29,11,239,2.42,0.11,0,0.16
LEGO Star Wars II: The Original Trilogy,1/1/2006,17,1,396,1.85,0.64,0.01,0.19
Madden NFL 11,1/1/2010,29,11,239,2.38,0.12,0,0.18
Mario vs. Donkey Kong: Mini-Land Mayhem!,1/1/2010,5,6,469,1.63,0.52,0.35,0.18
Skate 3,1/1/2010,29,11,239,1.46,0.98,0,0.24
Burnout 3: Takedown,1/1/2004,17,7,239,1.23,1.11,0,0.34
Yokai Watch 2 Shinuchi,1/1/2014,3,8,388,0,0,2.68,0
Need for Speed: Shift,1/1/2009,18,7,239,0.69,1.41,0.04,0.53
Final Fantasy XIII-2,1/1/2011,18,8,575,0.78,0.75,0.89,0.26
Mortal Kombat,1/1/1992,9,3,137,1.95,0.63,0,0.09
Call Of Duty 2: Big Red One,1/1/2005,17,9,117,1.48,0.92,0.01,0.26
Guitar Hero: World Tour,1/1/2008,29,4,117,1.78,0.64,0,0.25
Medal of Honor,1/1/1998,16,9,239,1.44,1.09,0,0.14
Fable,1/1/2004,30,8,428,1.99,0.58,0,0.09
Hannah Montana,1/1/2006,5,1,226,1.59,0.8,0,0.26
Tom Clancy's Splinter Cell,1/1/2003,17,1,633,1.15,1.11,0,0.4
Skylanders Giants,1/1/2012,26,1,117,1.56,0.88,0,0.22
Medal of Honor Heroes,1/1/2006,20,9,239,0.86,1.11,0.01,0.66
Super Mario Bros.: The Lost Levels,1/1/1986,12,5,469,0,0,2.65,0
Star Wars: Shadows of the Empire,1/1/1996,11,1,469,2,0.5,0.12,0.03
LEGO Star Wars: The Complete Saga,1/1/2007,29,1,396,1.53,0.87,0,0.24
Midnight Club: Street Racing,1/1/2000,17,7,599,2,0.47,0.02,0.14
Pac-Man: Adventures in Time,1/1/2006,20,3,565,0.76,1.1,0.12,0.65
Halo Wars,1/1/2009,29,12,428,1.53,0.82,0.04,0.24
God of War Collection,1/1/2009,18,1,565,1.7,0.46,0.06,0.41
ESPN NFL 2K5,1/1/2004,17,11,553,2.15,0.12,0,0.36
Mario Strikers Charged,1/1/2007,26,11,469,1.07,1.06,0.24,0.25
Medal of Honor,1/1/2010,29,9,239,1.55,0.81,0.04,0.21
FIFA Soccer 10,1/1/2009,29,11,239,0.59,1.79,0.01,0.23
NBA 2K12,1/1/2011,29,11,599,2.31,0.14,0.01,0.16
Style Savvy,1/1/2008,5,10,469,0.63,0.84,0.96,0.19
Harry Potter and the Chamber of Secrets,1/1/2002,17,1,239,0.9,1.22,0.04,0.44
Super Mario All-Stars: Limited Edition,1/1/2010,26,5,469,1.02,0.52,0.92,0.14
Streets of Rage,1/1/1990,9,1,553,1.86,0.55,0.11,0.08
FIFA Soccer 09,1/1/2008,18,11,239,0.48,1.63,0.04,0.43
Ratchet & Clank Future: Tools of Destruction,1/1/2007,18,5,565,0.93,1.12,0.08,0.45
NBA Live 2005,1/1/2004,17,11,239,2.03,0.21,0,0.35
LittleBigPlanet,1/1/2009,20,5,565,0.64,1.24,0.01,0.69
Killzone: Shadow Fall,1/1/2013,19,9,565,0.89,1.33,0.07,0.28
Ghostbusters: The Video Game (DS Version),1/1/2009,29,1,599,1.04,1.24,0.03,0.27
Monster Hunter Freedom 2,1/1/2007,20,8,182,0.37,0.27,1.75,0.18
WWE SmackDown vs. RAW 2007,1/1/2006,17,3,615,1.4,0.88,0.03,0.26
Ratchet & Clank: Up Your Arsenal,1/1/2004,17,5,565,1.31,0.74,0.31,0.22
Art Academy,1/1/2010,5,4,469,0.28,1.68,0.33,0.28
Dragon Age: Origins,1/1/2009,29,8,239,1.76,0.56,0.03,0.22
Madden NFL 08,1/1/2007,17,11,239,2.14,0.08,0,0.35
Sonic Adventure 2 Battle,1/1/2001,8,5,553,1.7,0.59,0.21,0.07
Dragon Warrior II,1/1/1987,12,8,245,0.15,0,2.41,0
Madden NFL 13,1/1/2012,18,11,239,2.11,0.23,0,0.22
Pokémon Colosseum,1/1/2003,8,8,469,1.21,0.57,0.7,0.07
Deca Sports,1/1/2008,26,11,382,1.13,0.87,0.29,0.25
Madden NFL 09,1/1/2008,29,11,239,2.21,0.12,0,0.2
Space Invaders,,1,9,154,2.36,0.14,0,0.03
Crazy Taxi,1/1/2001,17,7,113,1.13,1.12,0.06,0.22
Perfect Dark,1/1/2000,11,1,469,1.55,0.75,0.16,0.06
Game Party,1/1/2007,26,4,430,1.5,0.78,0,0.24
Dragon Warrior,1/1/1986,12,8,182,0.49,0,0.52,1.51
Tomb Raider (2013),1/1/2013,18,1,575,0.6,1.31,0.08,0.52
Marvel: Ultimate Alliance,1/1/2006,29,8,117,2.29,0.02,0,0.19
PES 2009: Pro Evolution Soccer,1/1/2008,17,11,382,0.13,0.07,0.26,2.05
Mario Party 2,1/1/1999,11,4,469,1.28,0.14,1.08,0.01
Saints Row: The Third,1/1/2011,18,1,615,0.86,1.06,0.18,0.39
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1/1/2003,30,1,599,1.84,0.56,0,0.09
LEGO Harry Potter: Years 1-4,1/1/2010,26,1,660,1.29,0.97,0,0.23
Mortal Kombat: Deadly Alliance,1/1/2002,17,3,430,1.81,0.52,0,0.15
Resistance 2,1/1/2008,18,9,565,1.15,0.85,0.1,0.39
Pure,1/1/2008,29,7,226,1.38,0.85,0,0.25
Tomb Raider: The Last Revelation,1/1/1998,16,1,238,1.15,1.14,0.06,0.13
NBA 2K13,1/1/2012,18,11,599,1.72,0.44,0.05,0.27
Rock Band,,29,4,239,1.93,0.34,0,0.21
NBA 2K14,1/1/2013,29,11,599,2.1,0.2,0,0.17
Mario Party 4,1/1/2002,8,4,469,1.13,0.36,0.92,0.07
uDraw Studio,1/1/2010,26,4,615,1.67,0.58,0,0.2
Midnight Club: Los Angeles,1/1/2008,18,7,599,1.55,0.54,0.05,0.31
Final Fantasy V,1/1/1992,24,8,576,0,0,2.43,0.02
Final Fantasy Tactics,1/1/1997,16,8,576,0.93,0.12,1.34,0.06
Twisted Metal 2,1/1/1996,16,7,565,2.12,0.25,0,0.07
Halo: Combat Evolved Anniversary,1/1/2011,29,9,428,1.44,0.73,0.04,0.22
Need for Speed Carbon: Own the City,1/1/2006,20,7,239,0.87,0.98,0,0.59
The Sims: Bustin' Out,1/1/2003,17,10,239,1.07,1.19,0,0.18
Riven: The Sequel to Myst,1/1/1997,14,2,533,1.52,0.82,0,0.1
Tom Clancy's Rainbow Six: Vegas 2,1/1/2008,29,9,633,1.56,0.61,0.02,0.23
Sonic Adventure,1/1/1998,4,5,553,1.26,0.61,0.46,0.08
Ice Hockey,1/1/1988,12,11,469,1.27,0.32,0.78,0.05
pro evolution soccer 2011,1/1/2010,18,11,382,0.29,1.18,0.54,0.41
Dragon Ball Z: Budokai 2,1/1/2003,17,3,154,1.63,0.22,0.51,0.06
ATV Offroad Fury,1/1/2001,17,7,565,2.07,0.26,0,0.08
Dino Crisis,1/1/1998,16,1,182,0.81,0.76,0.7,0.14
Minecraft,1/1/2014,31,4,428,1.43,0.76,0,0.22
Need for Speed: ProStreet,1/1/2007,17,7,239,0.69,0,0.04,1.68
Madden NFL 16,1/1/2015,31,11,239,2.07,0.08,0,0.26
Tetris Plus,1/1/1996,16,6,367,2.1,0.24,0,0.07
Pro Wrestling,1/1/1987,12,3,469,0.77,0.18,1.42,0.03
Theme Hospital,1/1/1997,14,12,239,2.3,0.1,0,0
Frogger's Adventures: Temple of the Frog,,7,2,382,2.15,0.18,0,0.07
Need for Speed (2015),1/1/2015,19,7,239,0.49,1.49,0.05,0.36
Zumba Fitness,1/1/2010,29,11,107,1.74,0.48,0,0.18
LEGO Indiana Jones: The Original Adventures,,26,1,396,1.54,0.63,0,0.22
Monopoly,1/1/1994,14,4,317,1.49,0.81,0,0.1
Batman: Arkham Origins,1/1/2013,18,1,660,1.07,0.87,0.04,0.4
Dead Island,1/1/2011,29,1,219,1.48,0.71,0,0.2
Guitar Hero,1/1/2005,17,4,535,1.67,0.61,0.03,0.07
LEGO Star Wars: The Complete Saga,1/1/2007,18,1,396,1.02,0.97,0,0.39
Kinect: Disneyland Adventures,1/1/2011,29,4,428,1.73,0.46,0.02,0.18
WCW/nWo Revenge,1/1/1998,11,3,615,1.94,0.39,0.03,0.02
Bloodborne,1/1/2015,19,1,565,1,0.76,0.26,0.36
NBA 2K15,1/1/2014,19,11,599,1.46,0.54,0.01,0.37
Madden NFL 11,1/1/2010,18,11,239,2.04,0.15,0,0.19
Yu-Gi-Oh! The Duelists of the Roses,1/1/2001,17,4,382,1.16,0.91,0,0.3
Madden NFL 08,1/1/2007,29,11,239,2.18,0.01,0,0.18
Half-Life 2,1/1/2004,14,9,656,2.28,0.02,0.08,0
The Incredibles,1/1/2004,17,1,615,0.96,1.08,0.04,0.3
Tony Hawk's Underground 2,1/1/2004,17,11,117,1.25,0.86,0.01,0.26
Madden NFL 10,1/1/2009,18,11,239,2.03,0.13,0,0.21
Kinect Sports: Season Two,1/1/2011,29,11,428,1.38,0.74,0.02,0.22
Kirby's Dream Land 2,1/1/1995,6,5,469,0.69,0.14,1.48,0.05
LEGO Harry Potter: Years 1-4,1/1/2010,5,1,660,1.07,1.05,0,0.23
Donkey Kong Land II,1/1/1996,6,5,469,1.39,0.48,0.4,0.08
Dragon Warrior Monsters,1/1/1998,6,8,238,0,0,2.34,0.01
Midnight Club: Los Angeles,1/1/2008,29,7,599,1.68,0.46,0.01,0.2
Skylanders SWAP Force,1/1/2013,26,5,117,1.32,0.83,0,0.2
WWE SmackDown vs Raw 2008,1/1/2007,17,3,615,0.92,0,0.01,1.41
My Fitness Coach,1/1/2008,26,11,633,1.2,0.9,0,0.24
Resident Evil - Code: Veronica X,1/1/2001,17,1,182,1.08,0.7,0.34,0.21
The Sims 3,1/1/2010,29,10,239,1.27,0.86,0,0.2
The Legend of Zelda: Majora's Mask 3D,1/1/2015,3,1,469,1.14,0.54,0.47,0.17
NBA 2K16,1/1/2015,31,11,599,1.93,0.14,0,0.24
Just Dance Kids,1/1/2010,26,4,633,1.57,0.56,0,0.19
Mario Tennis,1/1/2000,11,11,469,0.78,0.4,1.06,0.07
Grand Theft Auto,1/1/1997,16,1,599,0.79,1.35,0.04,0.14
James Bond 007: Everything or Nothing,1/1/2004,17,9,239,0.85,1.06,0.09,0.32
WarioWare Touched!,1/1/2004,5,6,469,0.52,0.45,1.21,0.13
Need For Speed: High Stakes,1/1/1999,16,7,239,1.58,0.64,0,0.09
